index,Airport Name,City,Country,three-digit code,four_digit,l1,l2
4680,Magway Airport,Magwe,Burma,MWQ,VYMW,20.16559982,94.94139862
4681,Muan International Airport,Muan,South Korea,MWX,RKJB,34.991406,126.382814
4682,Mwanza Airport,Mwanza,Tanzania,MWZ,HTMW,-2.444489956,32.93270111
4683,Maxwell Air Force Base,Montgomery,United States,MXF,KMXF,32.38290024,-86.36579895
4684,Moro Airport,Moro,Papua New Guinea,MXH,AYMR,-6.363329887,143.2380066
4685,Mati National Airport,,Philippines,MXI,RPMQ,6.949369907,126.2730026
4686,Minna Airport,Minna,Nigeria,MXJ,DNMN,9.652170181,6.462259769
4687,General Rodolfo Sánchez Taboada International Airport,Mexicali,Mexico,MXL,MMML,32.63059998,-115.2419968
4688,Morombe Airport,Morombe,Madagascar,MXM,FMSR,-21.75390053,43.37549973
4689,Morlaix-Ploujean Airport,Morlaix,France,MXN,LFRU,48.60319901,-3.815779924
4690,Malpensa International Airport,Milano,Italy,MXP,LIMC,45.6306,8.72811
4691,Maota Airport,Savaii Island,Samoa,MXS,NSMA,-13.74230003,-172.2579956
4692,Maintirano Airport,Maintirano,Madagascar,MXT,FMMO,-18.04999924,44.03300095
4693,Mörön Airport,Muren,Mongolia,MXV,ZMMN,49.66329956,100.098999
4694,Mora Airport,Mora,Sweden,MXX,ESKM,60.957901,14.51140022
4695,Meixian Airport,Meixian,China,MXZ,ZGMX,24.35000038,116.1330032
4696,Moruya Airport,Moruya,Australia,MYA,YMRY,-35.89780045,150.1439972
4697,Mayumba Airport,Mayumba,Gabon,MYB,FOOY,-3.4584198,10.67407608
4698,Escuela Mariscal Sucre Airport,Maracay,Venezuela,MYC,SVBS,10.24997807,-67.64942169
4699,Malindi Airport,Malindi,Kenya,MYD,HKML,-3.229310036,40.10169983
4700,Miyakejima Airport,Miyakejima,Japan,MYE,RJTQ,34.07360077,139.5599976
4701,Mayaguana Airport,Mayaguana,Bahamas,MYG,MYMM,22.37949944,-73.0134964
4702,Murray Island Airport,Murray Island,Australia,MYI,YMUI,-9.916669846,144.0549927
4703,Matsuyama Airport,Matsuyama,Japan,MYJ,RJOM,33.82720184,132.6999969
4704,McCall Municipal Airport,McCall,United States,MYL,KMYL,44.88970184,-116.1009979
4705,Mary Airport,Mary,Turkmenistan,MYP,UTAM,37.6194,61.896702
4706,Mysore Airport,Mysore,India,MYQ,VOMY,12.30720043,76.64969635
4707,Myrtle Beach International Airport,Myrtle Beach,United States,MYR,KMYR,33.67969894,-78.92829895
4708,Myitkyina Airport,Myitkyina,Burma,MYT,VYMK,25.38360023,97.35189819
4709,Mekoryuk Airport,Mekoryuk,United States,MYU,PAMY,60.37139893,-166.2709961
4710,Yuba County Airport,Yuba City,United States,MYV,KMYV,39.09780121,-121.5699997
4711,Mtwara Airport,Mtwara,Tanzania,MYW,HTMT,-10.33909988,40.18180084
4712,Miri Airport,Miri,Malaysia,MYY,WBGR,4.32201004,113.9869995
4713,Mocímboa da Praia Airport,Mocimboa Da Praia,Mozambique,MZB,FQMP,-11.36180019,40.35490036
4714,Makung Airport,Makung,Taiwan,MZG,RCQC,23.56870079,119.6279984
4715,Amasya Merzifon Airport,Merzifon,Turkey,MZH,LTAP,40.829399,35.521999
4716,Mopti Airport,Mopti,Mali,MZI,GAMB,14.51280022,-4.079559803
4717,Pinal Airpark,Marana,United States,MZJ,KMZJ,32.51060104,-111.3280029
4718,Marakei Airport,Marakei,Kiribati,MZK,NGMK,2.058609962,173.2709961
4719,La Nubia Airport,Manizales,Colombia,MZL,SKMZ,5.0296,-75.4647
4720,Metz-Frescaty (BA 128) Air Base,Metz,France,MZM,LFSF,49.07170105,6.131669998
4721,Sierra Maestra Airport,Manzanillo,Cuba,MZO,MUMZ,20.28809929,-77.08920288
4722,Motueka Airport,Motueka,New Zealand,MZP,NZMK,-41.12329865,172.9889984
4723,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR,OAMS,36.70690155,67.20970154
4724,General Rafael Buelna International Airport,Mazatlan,Mexico,MZT,MMMZ,23.16139984,-106.2659988
4725,Mulu Airport,Mulu,Malaysia,MZV,WBMU,4.04832983,114.8050003
4726,Francisco de Miranda Airport,Caracas,Venezuela,,SVFM,10.48503304,-66.84351349
4727,Narrabri Airport,Narrabri,Australia,NAA,YNBR,-30.31920052,149.8269959
4728,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,NAG,VANP,21.09219933,79.04720306
4729,Naha Airport,Naha,Indonesia,NAH,WAMH,3.683209896,125.5279999
4730,Annai Airport,Annai,Guyana,NAI,SYAN,3.959439993,-59.12419891
4731,Nakhchivan Airport,Nakhchivan,Azerbaijan,NAJ,UBBN,39.18880081,45.45840073
4732,Nakhon Ratchasima Airport,Nakhon Ratchasima,Thailand,NAK,VTUQ,14.94950008,102.3130035
4733,Nalchik Airport,Nalchik,Russia,NAL,URMN,43.51290131,43.63660049
4734,Nadi International Airport,Nandi,Fiji,NAN,NFFN,-17.7553997,177.4429932
4735,Nanchong Airport,Nanchong,China,NAO,ZUNC,30.79545,106.1626
4736,Naples International Airport,Naples,Italy,NAP,LIRN,40.886002,14.2908
4737,Qaanaaq Airport,Qaanaaq,Greenland,NAQ,BGQQ,77.48860168,-69.38870239
4738,Lynden Pindling International Airport,Nassau,Bahamas,NAS,MYNN,25.03899956,-77.46620178
4739,Governador Aluízio Alves International Airport,Natal,Brazil,NAT,SBSG,-5.768056,-35.376111
4740,Nevşehir Kapadokya Airport,Nevsehir,Turkey,NAV,LTAZ,38.7719,34.5345
4741,Narathiwat Airport,Narathiwat,Thailand,NAW,VTSC,6.519919872,101.7429962
4742,Beijing Nanyuan Airport,Beijing,China,NAY,ZBNY,39.78279877,116.3880005
4743,Berezovo Airport,Berezovo,Russia,NBB,USHB,63.92100143,65.03050232
4744,Begishevo Airport,Nizhnekamsk,Russia,NBC,UWKE,55.56470108,52.09249878
4745,New Orleans NAS JRB/Alvin Callender Field,New Orleans,United States,NBG,KNBG,29.82530022,-90.03500366
4746,Jomo Kenyatta International Airport,Nairobi,Kenya,NBO,HKJK,-1.319239974,36.92779922
4747,Nabire Airport,Nabire,Indonesia,NBX,WABI,-3.368180037,135.4960022
4748,North Caicos Airport,North Caicos,Turks and Caicos Islands,NCA,MBNC,21.91749954,-71.93959808
4749,Nice-Côte d'Azur Airport,Nice,France,NCE,LFMN,43.65840149,7.215869904
4750,Newcastle Airport,Newcastle,United Kingdom,NCL,EGNT,55.03749847,-1.691669941
4751,Chenega Bay Airport,Chenega,United States,NCN,PFCB,60.07730103,-147.9920044
4752,Newcastle Airport,Newcastle,South Africa,NCS,FANC,-27.77059937,29.9769001
4753,Nukus Airport,Nukus,Uzbekistan,NCU,UTNN,42.48839951,59.62329865
4754,Annecy-Haute-Savoie-Mont Blanc Airport,Annecy,France,NCY,LFLP,45.9308333,6.1063889
4755,Stanhope Municipal Airport,Haliburton,Canada,ND4,CND4,45.11083333,-78.64
4756,Nouadhibou International Airport,Nouadhibou,Mauritania,NDB,GQPP,20.93309975,-17.03000069
